Unnamed: 0,rating,review,Processed_Review,Sentiment
5150,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must try br believe negative rating br nice service br tasty food br perfect quick hunger br tried product awesome,POSITIVE
5151,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbale full salt food horrible favour u make order taste money hunger cant waste,NEGATIVE
5152,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall,POSITIVE
5153,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must try br believe negative rating br nice service br tasty food br perfect quick hunger br tried product awesome,POSITIVE
5154,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbale full salt food horrible favour u make order taste money hunger cant waste,NEGATIVE
5155,2,Captain veg cutlet hero wrap tastes awesome😋 .Perfect amount of cheese. One of the best wraps I've had. ,captain veg cutlet hero wrap taste awesome perfect amount cheese one best wrap,POSITIVE
5156,1,Ordered nuclear chicken nugget Wrap and captain fried chicken panini. Cheesy and delicious food. Will order again.,ordered nuclear chicken nugget wrap captain fried chicken panini cheesy delicious food order,POSITIVE
5157,1,The best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.,best place order sandwich city wide range product choose time delivery always,POSITIVE
5158,1,"I ordered vegetarian and non-vegetarian panini and wraps for our gathering from ‘Hero Sandwiches’. It was so yummy, even all of my mates were asking me about the place. I highly recommend ‘Hero Sandwiches’ for delicious food. And special thanks for the person who made my order. Cheers. ",ordered vegetarian non vegetarian panini wrap gathering hero sandwich yummy even mate asking place highly recommend hero sandwich delicious food special thanks person made order cheer,POSITIVE
5159,1,It's items are all tasty and also reasonable <br/>Chicken tikka wrap was awesome <br/>Chicken cheesy panini with mini monster was nice,item tasty also reasonable br chicken tikka wrap awesome br chicken cheesy panini mini monster nice,POSITIVE
5160,5,"Their Nuclear chicken nuggets panini is best. Veggies, sauces, quantity of patty everything was perfect. ",nuclear chicken nugget panini best veggie sauce quantity patty everything perfect,POSITIVE
5161,1,"Really good!! Captain Fried chicken superhero panini and chicken tikka wrap ,cheesy and a good amount of chicken. <br/>Worth the money. ",really good captain fried chicken superhero panini chicken tikka wrap cheesy good amount chicken br worth money,POSITIVE
5162,1,Spinach &amp; corn superhero panini and Veg cutlet Hero wrap was delicious and very cheesy . Loved the taste and size. ,spinach amp corn superhero panini veg cutlet hero wrap delicious cheesy loved taste size,POSITIVE
5163,1,THANK YOU ,thank,POSITIVE
5164,1,Afte 1 hour delivery,afte hour delivery,NEUTRAL
5165,3,this item not deserve at this price <br/>very oil and not good oil quality ,item deserve price br oil good oil quality,POSITIVE
5166,1,Poor taste,poor taste,NEGATIVE
5167,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5168,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5169,4,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5170,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5171,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5172,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5173,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5174,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5175,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5176,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5177,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5178,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5179,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friend family great taste best quality awesome ambience great staff,POSITIVE
5180,5,varry good ,varry good,POSITIVE
5181,5,This wasn't nutella thick shake <br/>very disappointing<br/>,nutella thick shake br disappointing br,NEGATIVE
5182,5,I don't like this different banner picture and pizza different,like different banner picture pizza different,POSITIVE
5183,5,packing not good condition ,packing good condition,POSITIVE
5184,5,wire found in laddu,wire found laddu,NEUTRAL
5185,5,i have ordered for angoor goti but they have send me something else.,ordered angoor goti send something else,NEUTRAL
5186,5,nice ,nice,POSITIVE
5187,5,Did not send correct order. ,send correct order,NEUTRAL
5188,5,I am Jalaram khichdi customer since long. They had maintained their food quality always. I always loved dining here as all meals are fresh and very authentic taste. Kudos to Jalaram khichdi team and wish them best for future ,jalaram khichdi customer since long maintained food quality always always loved dining meal fresh authentic taste kudos jalaram khichdi team wish best future,POSITIVE
5189,5,"Food is amazing, taste is Just like a home food must try different dishes, yumm love Love Love perfect ❤️🫰✨",food amazing taste like home food must try different dish yumm love love love perfect,POSITIVE
5190,4,There is no different pouch for coffee it was packed in hot tea pouch,different pouch coffee packed hot tea pouch,NEUTRAL
5191,5,teasti ,teasti,NEUTRAL
5192,5,ossam taste,ossam taste,NEUTRAL
5193,5,Third class restaurant and third class Zomato service,third class restaurant third class zomato service,NEUTRAL
5194,1,Straw toh de dete,straw toh de dete,NEUTRAL
5195,5,poor service and poor taste,poor service poor taste,NEGATIVE
5196,5,perfect preparation.,perfect preparation,POSITIVE
5197,5,horrible😡😡😡😡,horrible,NEGATIVE
5198,5,I've been cheated twice in a single day. I've received half order twice and I paid for full. I don't even get refund nor given any solution nor even a complaint raise. Over all pathetic experience. My faith is Zomato is gone.,cheated twice single day received half order twice paid full even get refund given solution even complaint raise pathetic experience faith zomato gone,NEGATIVE
5199,5,Good,good,POSITIVE
5200,5,too spicy and big chopped pieces of onions are found,spicy big chopped piece onion found,NEUTRAL
5201,5,So good,good,POSITIVE
5202,5,"Very bad experience, order delayed. Both items are not good, tea was not served hot and bread was not grilled and Tate's very bad.",bad experience order delayed item good tea served hot bread grilled tate bad,NEGATIVE
5203,5,"was taking 40 min to just prepare food, delivery way too late",taking min prepare food delivery way late,NEUTRAL
5204,5,the quantity was very less,quantity less,NEUTRAL
5205,5,132 ka khali bread butter,ka khali bread butter,NEUTRAL
5206,5,superb amazing 🤩,superb amazing,POSITIVE
5207,5,the u send me veg cheez sandwich is worst sandwich i ihve eat 🥴🥴🥴🥴🥴,u send veg cheez sandwich worst sandwich ihve eat,NEGATIVE
5208,5,very bad ,bad,NEGATIVE
5209,5,no cup no spoon with my order....do i have to order these things separately??,cup spoon order order thing separately,NEUTRAL
5210,5,Service is fast and delivery intime,service fast delivery intime,NEUTRAL
5211,5,The food was delicious we in the office ordered for breakfast we just love the food specially I like the paper packing you guys didn't use any plastic packing that i loved I m your regular customer from now. ,food delicious office ordered breakfast love food specially like paper packing guy use plastic packing loved regular customer,POSITIVE
5212,5, Poha was ordered but you gave Thepla.,poha ordered gave thepla,NEUTRAL
5213,5,"Packaging was not good, in Upma they should use clean Rawa for preparation.",packaging good upma use clean rawa preparation,POSITIVE
5214,5,fast service,fast service,NEUTRAL
5215,5,Jay Mataji ,jay mataji,NEUTRAL
5216,5,Hardware was burned... otherwise taste was good..,hardware burned otherwise taste good,POSITIVE
5217,5,no hot tea full could tea very bad very late service ,hot tea full could tea bad late service,NEGATIVE
5218,5,they should keep cups for drinks. Most of the time they misses it,keep cup drink time miss,NEGATIVE
5219,5,too cold tea serve and delivery also get after one hour west of money,cold tea serve delivery also get one hour west money,NEUTRAL
5220,5,today it was all burnt  did not expect it but zomato team is very helpful cheers to the great zomato team service,today burnt expect zomato team helpful cheer great zomato team service,POSITIVE
5221,5,worst packing ever.i didn't expect this from tea post,worst packing ever expect tea post,NEGATIVE
5222,5,packing is not good and it all went to waste. kindly provide me with the refund,packing good went waste kindly provide refund,POSITIVE
5223,5,everything is cold and is not goodvery bad service and too much delay,everything cold goodvery bad service much delay,NEGATIVE
5224,5,I have ordered tea with hot container with extra 20 rs charge but tea came in cup only that too with loose lid and half tea is spilled. ,ordered tea hot container extra r charge tea came cup loose lid half tea spilled,NEGATIVE
5225,5,I want a refund for my order. I had to serve those snacks to my guests and it was such an embarrassment for us since those vadapavs were not good at all,want refund order serve snack guest embarrassment u since vadapavs good,POSITIVE
5226,5,very very bed experience not good 😐 👎,bed experience good,POSITIVE
5227,5,Ek dum third class thanda tha pura <br/>Next garam krke lana,ek dum third class thanda tha pura br next garam krke lana,NEUTRAL
5228,5,All items are priced double on Zomato than what you get at the restaurant.. plus delivery and packing charges. Poor experience<br/><br/>Vada are great in taste<br/>Pav is poor sometimes ,item priced double zomato get restaurant plus delivery packing charge poor experience br br vada great taste br pav poor sometimes,NEGATIVE
5229,2,inmein vadapav nahin Dala bada nahin Dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pass se,inmein vadapav nahin dala bada nahin dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pas se,NEUTRAL
5230,5,supre,supre,NEUTRAL
5231,5,Not receiving call for customer for this order some details,receiving call customer order detail,NEUTRAL
5232,1,Sends it completely open There is no safety,sends completely open safety,POSITIVE
5233,1,पूअर सर्विस,प अर सर व स,NEUTRAL
5234,2,super,super,POSITIVE
5235,3,location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour is very bad ,location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour bad,NEGATIVE
5236,1,i already told extra mirchi ....but there was no mirchi on paav,already told extra mirchi mirchi paav,NEUTRAL
5237,4,Bina green chutny ke kaise khayega uske kachhe faaltu vada??<br/>mithi chutny ke 4 packet dale or green dalna bhul gaye gadhe,bina green chutny ke kaise khayega uske kachhe faaltu vada br mithi chutny ke packet dale green dalna bhul gaye gadhe,NEUTRAL
5238,4,Order is delivered too late,order delivered late,NEUTRAL
5239,1,nice,nice,POSITIVE
5240,5,Aek dam ghatiya vadapav aaya he butterbola he to butter aaya nahi vaishali jesa test hi nahi he mirchi 2-3 aayi aur dish bhii nahi aayai aek dam ghatiya  jesa aaya he retting me to 1 star bhi jyada he retting aekdam 0 he😡😡😡😡😡😡😡😡😡😡😡😡😡😡,aek dam ghatiya vadapav aaya butterbola butter aaya nahi vaishali jesa test hi nahi mirchi aayi aur dish bhii nahi aayai aek dam ghatiya jesa aaya retting star bhi jyada retting aekdam,NEUTRAL
5241,4,the service was not up to mark the amount of chilli and sauces were not as acspected we order 20 vada pav and we received only only 10 packet of chatni only the was so disappointed,service mark amount chilli sauce acspected order vada pav received packet chatni disappointed,NEGATIVE
5242,5,chiting ,chiting,NEUTRAL
5243,5,There is not available a cold drinks,available cold drink,NEUTRAL
5244,4,bed,bed,NEUTRAL
5245,5,Size quality of vada and cheese aplied all degraded as compare to earlier we have always. ,size quality vada cheese aplied degraded compare earlier always,NEGATIVE
5246,5,I have order cheese butter vadapav but he had sent only cheese vadapav,order cheese butter vadapav sent cheese vadapav,NEUTRAL
5247,5,osam...............................................,osam,NEUTRAL
5248,5,very poor food quality. there wasn't butter on paav,poor food quality butter paav,NEGATIVE
5249,2,green chutney bhot hi bakvas... or vada pav size is too small like  a. 10 rupees... bhukhe mar jayege  lekin ab ye vadapav ORDER nahi karege....,green chutney bhot hi bakvas vada pav size small like rupee bhukhe mar jayege lekin ab ye vadapav order nahi karege,POSITIVE
5250,1,bakwas dilivery boy verry verry rude behaviour .dont expect like zomato rider ....,bakwas dilivery boy verry verry rude behaviour dont expect like zomato rider,NEGATIVE
5251,2,taste are not good and butter inside not properly its look they used less butter,taste good butter inside properly look used less butter,POSITIVE
5252,1,where is the Butter making us fool<br/>😠😠😠😠😠😠😠😠,butter making u fool br,NEGATIVE
5253,2,"We Have ordered Butter Vadapav, but there is no butter in vadapav and also not chutney in this. We recieved Plain Regular Vadapav. very disappointed for ordering this food.😡😡😡😡😡",ordered butter vadapav butter vadapav also chutney recieved plain regular vadapav disappointed ordering food,NEGATIVE
5254,5,there is no cheese in the pav. ridiculous worst   ,cheese pav ridiculous worst,NEGATIVE
5255,5,cheese butter gane main kanjusi na kare aapka food grade down hota hai,cheese butter gane main kanjusi na kare aapka food grade hota hai,NEUTRAL
5256,5,its 2nd time i am not getting my order i also order for water bottle and paid extra for it but didnt got my bottle yet and it's the second time happening,nd time getting order also order water bottle paid extra didnt got bottle yet second time happening,NEUTRAL
5257,5,"very bad test and cold vadapav..<br/>also there is no cheese in vadapav..<br/>very bad quality..<br/>not appropriate nd appreciate,,,😡😡😡😡😡",bad test cold vadapav br also cheese vadapav br bad quality br appropriate nd appreciate,NEGATIVE
5258,1,"poor package,.   taste less,   cold,  souch less, ",poor package taste less cold souch less,NEGATIVE
5259,5,"no taste, order 4 vadapav and chutney only give 1 pouch, bred looks old ",taste order vadapav chutney give pouch bred look old,NEUTRAL
5260,5,good test .....wowww,good test wowww,POSITIVE
5261,5,fresh and taste mind blowing super ,fresh taste mind blowing super,POSITIVE
5262,5,They Did Not Send The Proper Order Plus One Item Was Missing Worst Service From Zaffran Sweets,send proper order plus one item missing worst service zaffran sweet,NEGATIVE
5263,4,nice,nice,POSITIVE
5264,4,Please refund my money.,please refund money,POSITIVE
5265,2,Best Sweets ,best sweet,POSITIVE
5266,1,good taste,good taste,POSITIVE
5267,3,good,good,POSITIVE
5268,1,good... ,good,POSITIVE
5269,5,ww,ww,NEUTRAL
5270,3,varry bad bad bad bad bad bad bad bad bad bad bad bad,varry bad bad bad bad bad bad bad bad bad bad bad bad,NEGATIVE
5271,5,It's really yummy tests!!! originally test of Gulab jamun and pink mava  gulab!!! enjoyed sweets!!! 🥰,really yummy test originally test gulab jamun pink mava gulab enjoyed sweet,POSITIVE
5272,1,dry fruit halwa he pr uske Ander dry fruit hi Barabar nahi dikh rahe he,dry fruit halwa pr uske ander dry fruit hi barabar nahi dikh rahe,NEUTRAL
5273,5,there is no dryfruits in dryfruit halwa worst taste ever ,dryfruits dryfruit halwa worst taste ever,NEGATIVE
5274,3,Deliciously awesome and it’s seriously recommended mild sweetness and tasty,deliciously awesome seriously recommended mild sweetness tasty,POSITIVE
5275,1,"test of milk cake is not good, last time was very good",test milk cake good last time good,POSITIVE
5276,1,taste was genuine and one box was little bit leaked otherwise everything is more than I expected I would like to repeat this order in future again... ,taste genuine one box little bit leaked otherwise everything expected would like repeat order future,POSITIVE
5277,5,food quality is not good<br/>is about near to expired ,food quality good br near expired,POSITIVE
5278,5,"plastic piece in sweets, you guys have to be careful while making Sweets , this is not acceptable",plastic piece sweet guy careful making sweet acceptable,POSITIVE
5279,1,So yum 😋                                         ,yum,NEUTRAL
5280,1,"packaging need to improve, this time kailash taken extra points for packaging.",packaging need improve time kailash taken extra point packaging,POSITIVE
5281,5,Reasonable Price &amp; Awesome Taste..... Always in love with Zaffran's Gulab Jamuns 😋,reasonable price amp awesome taste always love zaffran gulab jamuns,POSITIVE
5282,3,good night ,good night,POSITIVE
5283,5,bed ,bed,NEUTRAL
5284,5,they didnt provide sous,didnt provide sou,NEUTRAL
5285,5,2 items were missing from the combo ,item missing combo,NEGATIVE
5286,5,Packing is also very bad,packing also bad,NEGATIVE
5287,5,"no sauce, no chillies after extra instruction accepted. totally dissatisfied ",sauce chilli extra instruction accepted totally dissatisfied,NEGATIVE
5288,5,Very bed,bed,NEUTRAL
5289,3,very good behavior delivery person,good behavior delivery person,POSITIVE
5290,5,also had asked to pack it veg and schewan frankie separately but they came together,also asked pack veg schewan frankie separately came together,NEUTRAL
5291,5,nothing good food,nothing good food,NEGATIVE
5292,3,ORDER TWO COMBO BUT SENT ONLY ONE COMBO BUT CHARGED FULL AMOUNT.,order two combo sent one combo charged full amount,NEGATIVE
5293,5,good,good,POSITIVE
5294,5,tnx,tnx,POSITIVE
5295,5,"Very Bad Experience, Butter Was Not Added in Dabeli, Packaging very bad, ",bad experience butter added dabeli packaging bad,NEGATIVE
5296,3,the items are stale.  they are unfit to consume. my money got wasted and they are denying to accept the complain. zomato is lowering their reputation by adding these kind of restaurant. ,item stale unfit consume money got wasted denying accept complain zomato lowering reputation adding kind restaurant,NEGATIVE
5297,5,cold food,cold food,NEUTRAL
5298,5,bekar dabeli aavi sav bekar test che,bekar dabeli aavi sav bekar test che,NEUTRAL
5299,5,Dabeli and Vadapav both were cold served means not interest in serving the warm food from the seller. ,dabeli vadapav cold served mean interest serving warm food seller,POSITIVE
5300,3,Don't buy any thing from them.,buy thing,NEUTRAL
5301,5,don't buy from this outlet .worst product as well as worst packing,buy outlet worst product well worst packing,NEGATIVE
5302,5,green chutney was missing ,green chutney missing,NEGATIVE
5303,5,parthchauhan,parthchauhan,NEUTRAL
5304,3,"Best food, compared to the 100s of fake restaurant with huge prices and shit food, I am very pleased with this one.",best food compared fake restaurant huge price shit food pleased one,POSITIVE
5305,5,teste not good ,teste good,POSITIVE
5306,5,Tooo cold at least have some responsibility while delivering it,tooo cold least responsibility delivering,NEUTRAL
5307,5,un nacessary delayed by om danawali shop but test is good,un nacessary delayed om danawali shop test good,POSITIVE
5308,5,vada pav quality is good but vadapav with chilly has taken 1 point away.,vada pav quality good vadapav chilly taken point away,POSITIVE
5309,3,I ordered cheese dabeli but I received normal oil dabeli<br/>Ndi pay for cheese dabeli,ordered cheese dabeli received normal oil dabeli br ndi pay cheese dabeli,NEGATIVE
5310,5,anty 1 number Verity's thi saari thank you so much,anty number verity thi saari thank much,POSITIVE
5311,5,not proper packing and verybad quality.<br/>waste my money,proper packing verybad quality br waste money,NEGATIVE
5312,5,order for only 2 without onion dabeli out of 10 but delivered all 10 dabeli without onion,order without onion dabeli delivered dabeli without onion,NEUTRAL
5313,3, nice but to frankie are are same type I wish next time you changed the the taste,nice frankie type wish next time changed taste,POSITIVE
5314,5,Vadapav was very bad with all mayonise. Rest items were good,vadapav bad mayonise rest item good,NEGATIVE
5315,5,Very very bad taste Ane so spicy 🌶 <br/>N also bad packaging,bad taste ane spicy br n also bad packaging,NEGATIVE
5316,5,very poor paking  iteam  swating problem no testy <br/>🤔,poor paking iteam swating problem testy br,NEGATIVE
5317,5,Overpriced.,overpriced,NEUTRAL
5318,5,it was awesome ,awesome,POSITIVE
5319,3,chicken is not as soft as I want,chicken soft want,POSITIVE
5320,5,I liked every thing but nuggets can be made better.. overall good..!! 👍🏻,liked every thing nugget made better overall good,POSITIVE
5321,5,bad test,bad test,NEGATIVE
5322,5,good  gob ,good gob,POSITIVE
5323,5,tq,tq,NEUTRAL
5324,5,it's a so dirty <br/>and taste lasee alsooo.....<br/>and cheese is so bad......🤮🤮🤮🤮🤮🤮🤮🤮🤮,dirty br taste lasee alsooo br cheese bad,NEGATIVE
5325,5,masala is not tasty and cheez is very less..........,masala tasty cheez less,NEUTRAL
5326,5,Absolutely tasteless food.<br/>it was just Sandwich with max cheese and mayo to attract customers,absolutely tasteless food br sandwich max cheese mayo attract customer,POSITIVE
5327,1,"improvement in taste of khawsa needed, it tastes so faded ",improvement taste khawsa needed taste faded,POSITIVE
5328,1,good ,good,POSITIVE
5329,5,it was awesome taste 💝,awesome taste,POSITIVE
5330,1,Always good at all,always good,POSITIVE
5331,5,tast is good but paking is bad,tast good paking bad,NEGATIVE
5332,5,very fast delivery 😁😁,fast delivery,NEUTRAL
5333,5,"Please, take care of the hygienes.",please take care hygiene,POSITIVE
5334,5,good,good,POSITIVE
5335,5,great product and testy,great product testy,POSITIVE
5336,5,I had ordered aloo puri by sending voice instructions to not to add onion but it was delivered with onion.. So not sure what went wrong here if zomato valet missed to consider my voice instructions... Hope this will be taken care from next time.. Overall taste and service was good.. But pls make sure from next time to consider customer's instructions carefully.. This is what customer want... ,ordered aloo puri sending voice instruction add onion delivered onion sure went wrong zomato valet missed consider voice instruction hope taken care next time overall taste service good pls make sure next time consider customer instruction carefully customer want,POSITIVE
5337,5,must.                                              ,must,NEUTRAL
5338,5,not at all as expected. can't do anything for that. taste was not like that.. ,expected anything taste like,POSITIVE
5339,1,disgusting taste and filthy packaging and rate of the dish is double ,disgusting taste filthy packaging rate dish double,NEGATIVE
5340,5,not testfull very bad content really very bad content,testfull bad content really bad content,NEGATIVE
5341,5,the khawsa was great. the aloo puri should have been a little less spicy. ,khawsa great aloo puri little less spicy,POSITIVE
5342,5,taste not upto mark. need to upgrade the same so that it's ok,taste upto mark need upgrade ok,POSITIVE
5343,5,very delicious tasty snacks.👌👍,delicious tasty snack,POSITIVE
5344,5,verry nice test ,verry nice test,POSITIVE
5345,5,please don't use news paper for packing,please use news paper packing,POSITIVE
5346,1,"we got less food, as order 750gm of food and they only give us 450gm",got less food order gm food give u gm,NEUTRAL
5347,5,Good,good,POSITIVE
5348,5,"good, i like yellow chutney ",good like yellow chutney,POSITIVE
5349,5,"dry khaman , accha dete the pahle , is baar baut bura tha",dry khaman accha dete pahle baar baut bura tha,NEUTRAL
5350,1,tasty khaman with more than enough chutney.,tasty khaman enough chutney,NEUTRAL
5351,5,fack pics I'm not happy this veraity,fack pic happy veraity,POSITIVE
5352,5,not good for service and item,good service item,POSITIVE
5353,5,"They really have a very shitty attitude towards the customer , also they don’t really care about sending half orders !!   When I called them they said k “ maam aaj rush kal order karna kal aapko pura order milega “.... also they have charged me the complete amount !",really shitty attitude towards customer also really care sending half order called said k maam aaj rush kal order karna kal aapko pura order milega also charged complete amount,NEGATIVE
5354,5,this is not chicken biryani you makes us joke I need my refund,chicken biryani make u joke need refund,POSITIVE
5355,1,I don't like ,like,POSITIVE
5356,5,nice dilevery time,nice dilevery time,POSITIVE
5357,5,"If you can see the chicken feather on the dish, just imagine how sh**y you mood is going to be 🤮🤮",see chicken feather dish imagine sh mood going,NEUTRAL
5358,5,it is very bad smells badly,bad smell badly,NEGATIVE
5359,5,Food is not fresh,food fresh,POSITIVE
5360,5,Kadhi is tasteless.,kadhi tasteless,NEUTRAL
5361,5,"beshan was not of good quality having smells in bada,jalebi was not made of Desi ghee.",beshan good quality smell bada jalebi made desi ghee,POSITIVE
5362,5,Totally waste of whole mood and it’s was not cooked properly the bite in picture is raw 🤮<br/>Never gonna order from here,totally waste whole mood cooked properly bite picture raw br never gonna order,NEGATIVE
5363,5,Not good,good,POSITIVE
5364,5,plss kindly send atleast Chatni Marcha along with fafda even didn't got chatni with dal Vada . How can person it dal wada without chatni marcha ,plss kindly send atleast chatni marcha along fafda even got chatni dal vada person dal wada without chatni marcha,POSITIVE
5365,5,Waste of money to buy from this restaurant tase is very bed and missing product ..don't buy because this restaurant was not provide any kind of chatni and chilli all,waste money buy restaurant tase bed missing product buy restaurant provide kind chatni chilli,NEGATIVE
5366,5,good ,good,POSITIVE
5367,5,hotel service is not good <br/>dey r making to stand delivery partner <br/>no support et all ,hotel service good br dey r making stand delivery partner br support et,POSITIVE
5368,5,Take a too much time,take much time,NEUTRAL
5369,5,bahut gatiya,bahut gatiya,NEUTRAL
5370,5,Need to improve the taste.,need improve taste,POSITIVE
5371,5,gr8,gr,NEUTRAL
5372,5,plz not re fried ,plz fried,POSITIVE
5373,5,worst poha ever... neither it was cooked proper nor it taste normal<br/>had to throw all,worst poha ever neither cooked proper taste normal br throw,NEGATIVE
5374,5,not deliver proper item,deliver proper item,NEUTRAL
5375,3,ek dam bakwas test bahot kadva lag raha tha. improve karo test me,ek dam bakwas test bahot kadva lag raha tha improve karo test,POSITIVE
5376,3,please stop using stapler pins in packing. it is safety hazard. can mix with food and eaten by customers...,please stop using stapler pin packing safety hazard mix food eaten customer,POSITIVE
5377,5,if possible would have given rating in negative all items were under cooked and stale,possible would given rating negative item cooked stale,NEGATIVE
5378,1,The package which I recieved were unpacked,package recieved unpacked,NEUTRAL
5379,1,no sev no proper plating nothing.. ,sev proper plating nothing,NEUTRAL
5380,5,make customer fool if they don't have idra they send samosa extra just wiast of my money ,make customer fool idra send samosa extra wiast money,NEGATIVE
5381,5,Worst indori poha ever,worst indori poha ever,NEGATIVE
5382,5,quantity was poor as compare to 2 plates...and taste also not that good...no taste at all....not at all value for money.,quantity poor compare plate taste also good taste value money,POSITIVE
5383,5,Samosa and paties were good .bkhamani was delious .bbohot testy khana tha. Thanks jkm . And I like cheese idala . Very testy ,samosa paties good bkhamani delious bbohot testy khana tha thanks jkm like cheese idala testy,POSITIVE
5384,5,Such a testy food I love it . Thanks you jalaram khaman house for this food delivery service though Zomato . Good price ,testy food love thanks jalaram khaman house food delivery service though zomato good price,POSITIVE
5385,1,Khaman <br/><br/>Testy <br/><br/>Patudi <br/><br/>Testy <br/><br/>Patara <br/><br/>Awsome<br/><br/>Inshort good experience. <br/>Quick service.  Food is so hot when it comes. ,khaman br br testy br br patudi br br testy br br patara br br awsome br br inshort good experience br quick service food hot come,POSITIVE
5386,2,Best test ever.<br/><br/>Dal samosa<br/><br/>So testy<br/><br/>Cheese panner samosa <br/><br/>Delious<br/><br/>Locha<br/><br/>Nice .<br/><br/>Khaman <br/><br/>Outstanding .whole in Surat<br/><br/>Must try in this place ,best test ever br br dal samosa br br testy br br cheese panner samosa br br delious br br locha br br nice br br khaman br br outstanding whole surat br br must try place,POSITIVE
5387,1,Dal samosa <br/>Simply superb<br/><br/>Cheese paneer samosa<br/><br/>Simply superb<br/><br/>Fried kaman<br/>Simply superb<br/><br/><br/>Over loaded khaman <br/><br/>So much amezing <br/><br/><br/>Good service <br/><br/>,dal samosa br simply superb br br cheese paneer samosa br br simply superb br br fried kaman br simply superb br br br loaded khaman br br much amezing br br br good service br br,POSITIVE
5388,1,Nylon khaman <br/><br/>Delious<br/><br/><br/>Khaman <br/><br/>Delious<br/><br/><br/>Patudi <br/><br/>Amazing. Must try <br/><br/><br/>Cheese paneer samosa <br/><br/><br/>Too best. In whole surat<br/><br/><br/>Must again visit,nylon khaman br br delious br br br khaman br br delious br br br patudi br br amazing must try br br br cheese paneer samosa br br br best whole surat br br br must visit,POSITIVE
5389,5,Idala <br/><br/>Soft and fluffy. Healthy and testy this idala dhokla is a perfect fit if you look forward to have less or no oil for the breakfast. Also very light on the pocket.<br/><br/><br/>Patudi<br/><br/>Best ever and so much yummy,idala br br soft fluffy healthy testy idala dhokla perfect fit look forward less oil breakfast also light pocket br br br patudi br br best ever much yummy,POSITIVE
5390,5,Good packed. Good food . Good experience. Surely visit again in this restaurant. .. delicious.Samosa simply superb.,good packed good food good experience surely visit restaurant delicious samosa simply superb,POSITIVE
5391,5,As per offer you didnt gave one on one free mayo pao.,per offer didnt gave one one free mayo pao,POSITIVE
